,user_id,age,sex,num_its
55533,67240,18_24,1.0,9
55534,67241,18_24,0.0,6
55535,67242,25_34,0.0,3
55536,67243,35_44,0.0,15
55537,67245,35_44,0.0,3
55538,67247,25_34,1.0,9
55539,67248,25_34,1.0,10
55540,67249,45_54,0.0,4
55541,67250,65_inf,1.0,6
55542,67251,25_34,0.0,7
55543,67252,18_24,1.0,4
55544,67253,25_34,0.0,10
55545,67254,18_24,0.0,5
55546,67255,35_44,1.0,16
55547,67257,35_44,0.0,6
55548,67258,35_44,0.0,7
55549,67259,65_inf,1.0,3
55550,67261,25_34,1.0,1
55551,67262,45_54,1.0,11
55552,67263,55_64,0.0,4
55553,67264,35_44,0.0,13
55555,67267,35_44,0.0,10
55556,67268,45_54,0.0,13
55557,67269,35_44,1.0,9
55558,67270,25_34,1.0,4
55559,67271,35_44,1.0,8
55560,67273,45_54,0.0,3
55561,67274,45_54,0.0,6
55562,67276,65_inf,0.0,18
55563,67277,65_inf,0.0,36
55564,67278,35_44,0.0,8
55565,67279,35_44,1.0,8
55566,67280,18_24,0.0,9
55567,67281,45_54,0.0,11
55568,67284,45_54,0.0,5
55569,67285,55_64,0.0,8
55570,67286,45_54,0.0,10
55571,67287,25_34,1.0,4
55572,67288,55_64,0.0,21
55573,67289,55_64,0.0,7
55574,67290,25_34,0.0,4
55575,67291,45_54,0.0,9
55576,67292,45_54,0.0,8
55578,67294,55_64,0.0,11
55579,67295,25_34,1.0,13
55580,67296,25_34,0.0,3
55581,67297,18_24,0.0,4
55582,67298,35_44,0.0,7
55584,67301,18_24,0.0,8
55585,67302,25_34,0.0,7
55586,67303,55_64,1.0,8
55587,67304,18_24,0.0,5
55589,67306,35_44,0.0,9
55590,67307,35_44,0.0,6
55591,67308,45_54,0.0,8
55592,67310,25_34,1.0,5
55594,67312,65_inf,0.0,4
55595,67313,35_44,1.0,7
55596,67314,45_54,1.0,7
55597,67315,55_64,0.0,9
55598,67316,25_34,0.0,6
55599,67317,18_24,0.0,5
55600,67319,25_34,0.0,5
55601,67321,18_24,0.0,6
55602,67322,45_54,0.0,5
55603,67324,25_34,0.0,10
55604,67325,18_24,0.0,9
55605,67326,25_34,0.0,7
55606,67327,25_34,0.0,2
55607,67329,55_64,0.0,5
55608,67330,35_44,0.0,7
55609,67332,55_64,1.0,26
55610,67333,25_34,0.0,11
55611,67334,45_54,0.0,8
55612,67336,18_24,0.0,5
55613,67337,35_44,1.0,8
55614,67338,45_54,0.0,11
55616,67341,25_34,0.0,6
55617,67342,18_24,1.0,5
55618,67343,18_24,0.0,6
55619,67344,25_34,0.0,6
55620,67345,35_44,0.0,6
55621,67347,45_54,0.0,11
55622,67348,18_24,0.0,6
55623,67349,25_34,0.0,8
55624,67350,25_34,1.0,6
55625,67351,18_24,1.0,4
55626,67352,25_34,0.0,4
55627,67353,45_54,0.0,3
55628,67354,18_24,0.0,5
55629,67356,35_44,0.0,46
55630,67357,35_44,0.0,9
55631,67358,25_34,0.0,8
55632,67359,55_64,0.0,12
55633,67360,45_54,0.0,7
55634,67361,35_44,1.0,10
55635,67363,35_44,0.0,11
55636,67364,25_34,1.0,6
55637,67365,45_54,1.0,8
55638,67368,45_54,0.0,6
55639,67369,25_34,0.0,2
55640,67370,25_34,0.0,5
55641,67371,25_34,1.0,19
55642,67372,25_34,1.0,5
55643,67373,18_24,1.0,6
55644,67374,55_64,1.0,8
55645,67375,45_54,1.0,9
55646,67376,45_54,0.0,3
55647,67377,45_54,0.0,8
55648,67379,18_24,0.0,4
55649,67380,18_24,1.0,3
55650,67381,25_34,0.0,8
55651,67382,25_34,0.0,6
55652,67383,18_24,1.0,5
55653,67384,35_44,0.0,49
55654,67385,55_64,0.0,7
55655,67386,25_34,0.0,9
55656,67387,25_34,1.0,6
55657,67388,55_64,0.0,8
55658,67389,65_inf,1.0,9
55659,67390,55_64,0.0,5
55660,67391,18_24,0.0,16
55661,67392,25_34,0.0,19
55662,67393,18_24,0.0,14
55663,67394,25_34,0.0,4
55664,67395,25_34,0.0,7
55666,67398,55_64,0.0,5
55667,67399,35_44,0.0,8
55668,67400,18_24,0.0,2
55669,67401,25_34,0.0,12
55670,67402,18_24,0.0,9
55671,67403,18_24,0.0,8
55672,67404,25_34,0.0,2
55673,67405,35_44,0.0,4
55674,67406,55_64,1.0,6
55675,67407,18_24,1.0,7
55676,67408,55_64,,8
55677,67409,18_24,0.0,10
55678,67410,18_24,0.0,6
55679,67411,35_44,0.0,4
55680,67412,35_44,1.0,48
55681,67413,25_34,0.0,7
55682,67414,35_44,0.0,3
55683,67415,45_54,0.0,10
55684,67416,35_44,1.0,5
55685,67417,18_24,1.0,8
55686,67418,18_24,1.0,10
55687,67419,35_44,0.0,5
55688,67420,25_34,0.0,6
55689,67421,18_24,1.0,10
55690,67423,45_54,1.0,25
55691,67424,18_24,1.0,7
55692,67425,25_34,0.0,4
55693,67426,55_64,0.0,6
55694,67427,25_34,1.0,5
55695,67428,35_44,0.0,5
55696,67429,45_54,0.0,2
55697,67430,25_34,0.0,6
55698,67431,18_24,1.0,5
55699,67432,35_44,0.0,8
55700,67433,25_34,0.0,8
55701,67434,25_34,0.0,19
55702,67435,25_34,0.0,15
55703,67436,45_54,1.0,7
55704,67437,25_34,0.0,4
55705,67439,35_44,1.0,3
55706,67440,45_54,1.0,6
55707,67441,35_44,0.0,15
55708,67443,25_34,0.0,10
55709,67444,65_inf,0.0,11
55710,67445,25_34,0.0,8
55711,67446,35_44,0.0,5
55712,67447,45_54,0.0,7
55713,67448,25_34,1.0,7
55714,67451,18_24,1.0,5
55715,67452,45_54,1.0,3
55716,67453,25_34,1.0,7
55717,67454,65_inf,0.0,7
55718,67455,18_24,0.0,10
55719,67457,25_34,0.0,10
55721,67462,18_24,0.0,8
55722,67463,55_64,0.0,11
55723,67464,35_44,0.0,6
55724,67465,55_64,0.0,12
55725,67466,18_24,1.0,10
55726,67467,18_24,0.0,13
55727,67468,18_24,1.0,9
55728,67469,25_34,0.0,4
55729,67470,25_34,0.0,23
55730,67471,45_54,0.0,3
55731,67472,45_54,0.0,5
55732,67473,45_54,0.0,3
55733,67474,25_34,1.0,6
55734,67475,45_54,0.0,3
55735,67476,18_24,0.0,6
55736,67477,18_24,0.0,10
55737,67479,55_64,0.0,6
55738,67481,25_34,1.0,8
55739,67483,18_24,0.0,8
55740,67487,18_24,0.0,7
55741,67490,25_34,0.0,14
55742,67491,35_44,0.0,7
55743,67492,65_inf,0.0,3
55744,67495,25_34,0.0,6
55745,67496,25_34,0.0,5
55746,67498,18_24,0.0,7
55747,67499,25_34,1.0,4
55748,67500,25_34,0.0,6
55749,67501,35_44,0.0,7
55750,67502,25_34,0.0,11
55751,67503,25_34,0.0,10
55752,67504,25_34,1.0,6
55753,67505,18_24,0.0,9
55754,67506,18_24,0.0,7
55755,67508,35_44,0.0,5
55757,67510,35_44,0.0,38
55758,67512,35_44,0.0,6
55759,67514,35_44,0.0,4
55760,67515,25_34,0.0,10
55761,67516,45_54,0.0,6
55762,67517,65_inf,1.0,3
55763,67519,35_44,0.0,4
55764,67520,18_24,0.0,8
55765,67522,25_34,0.0,54
55766,67523,55_64,1.0,16
55767,67525,18_24,0.0,5
55768,67526,18_24,0.0,10
55769,67527,18_24,1.0,8
55770,67528,25_34,0.0,3
55771,67529,18_24,0.0,5
55773,67531,18_24,0.0,6
55774,67532,35_44,0.0,33
55775,67533,35_44,1.0,4
55776,67534,25_34,0.0,5
55777,67537,45_54,0.0,6
55778,67538,55_64,1.0,3
55779,67539,18_24,0.0,5
55780,67540,35_44,0.0,17
55781,67541,18_24,1.0,6
55782,67542,65_inf,0.0,10
55783,67543,45_54,0.0,57
55784,67545,25_34,0.0,9
55785,67546,45_54,0.0,3
55786,67547,18_24,0.0,5
55787,67548,18_24,0.0,4
55788,67549,25_34,0.0,2
55789,67550,25_34,0.0,2
55790,67551,18_24,1.0,9
55791,67552,25_34,0.0,5
55792,67553,18_24,0.0,9
55793,67554,35_44,0.0,7
55794,67555,45_54,1.0,7
55795,67556,35_44,0.0,119
55796,67558,35_44,0.0,6
55797,67559,35_44,1.0,9
55798,67561,25_34,0.0,5
55799,67562,35_44,0.0,8
55800,67563,25_34,1.0,3
55801,67564,18_24,1.0,4
55802,67565,35_44,0.0,8
55803,67566,25_34,0.0,7
55804,67567,65_inf,0.0,12
55805,67568,35_44,0.0,6
55806,67569,35_44,0.0,8
55807,67570,35_44,1.0,5
55808,67572,25_34,0.0,18
55810,67574,55_64,0.0,6
55811,67575,45_54,1.0,7
55812,67576,35_44,0.0,4
55813,67577,25_34,0.0,8
55814,67578,45_54,1.0,9
55815,67579,25_34,0.0,10
55816,67581,25_34,0.0,19
55817,67582,25_34,0.0,7
55818,67583,45_54,1.0,8
55819,67584,25_34,1.0,5
55820,67588,35_44,0.0,6
55821,67589,25_34,0.0,4
55823,67591,45_54,1.0,7
55824,67592,65_inf,0.0,9
55825,67593,45_54,0.0,4
55826,67594,18_24,1.0,8
55827,67595,55_64,1.0,13
55828,67596,55_64,1.0,14
55829,67598,25_34,0.0,4
55830,67599,35_44,1.0,11
55831,67600,35_44,0.0,8
55832,67601,25_34,0.0,5
55833,67603,55_64,1.0,8
55834,67606,25_34,1.0,5
55835,67607,45_54,1.0,8
55836,67608,65_inf,0.0,4
55837,67609,65_inf,1.0,2
55838,67611,25_34,0.0,10
55839,67612,35_44,0.0,9
55840,67613,45_54,1.0,9
55841,67614,25_34,0.0,4
55842,67615,25_34,1.0,5
55843,67616,25_34,0.0,9
55844,67618,55_64,0.0,7
55845,67619,25_34,0.0,4
55846,67621,45_54,0.0,5
55847,67623,25_34,0.0,10
55848,67624,25_34,0.0,10
55849,67625,18_24,0.0,4
55850,67626,55_64,0.0,8
55851,67627,45_54,0.0,10
55852,67628,25_34,0.0,5
55853,67629,25_34,0.0,6
55854,67630,25_34,0.0,7
55855,67631,45_54,1.0,7
55856,67632,25_34,0.0,4
55858,67634,35_44,0.0,6
55859,67635,25_34,0.0,8
55860,67636,25_34,0.0,12
55861,67637,55_64,0.0,46
55862,67640,25_34,1.0,7
55863,67641,45_54,0.0,5
55864,67642,65_inf,0.0,5
55865,67644,18_24,0.0,6
55866,67645,35_44,1.0,4
55867,67646,18_24,0.0,4
55868,67647,18_24,0.0,6
55869,67648,45_54,0.0,8
55870,67649,25_34,0.0,8
55871,67650,25_34,0.0,9
55872,67651,35_44,0.0,5
55873,67652,65_inf,0.0,4
55874,67653,25_34,0.0,34
55875,67654,25_34,1.0,6
55876,67656,18_24,0.0,8
55877,67657,25_34,0.0,5
55879,67659,45_54,0.0,10
55880,67660,25_34,1.0,7
55881,67661,65_inf,0.0,9
55882,67662,35_44,0.0,8
55883,67663,35_44,0.0,8
55884,67664,35_44,1.0,4
55885,67666,25_34,0.0,3
55886,67667,18_24,1.0,9
55887,67668,18_24,0.0,8
55888,67669,35_44,1.0,2
55889,67670,18_24,0.0,9
55890,67671,35_44,0.0,8
55891,67673,25_34,0.0,8
55892,67674,35_44,0.0,14
55893,67675,35_44,1.0,3
55895,67677,25_34,0.0,1
55896,67678,18_24,0.0,5
55897,67679,45_54,0.0,6
55899,67681,35_44,0.0,8
55900,67683,18_24,1.0,5
55901,67684,55_64,0.0,8
55902,67685,35_44,0.0,4
55903,67687,65_inf,1.0,8
55904,67689,35_44,0.0,20
55905,67691,35_44,1.0,4
55906,67692,35_44,0.0,8
55907,67693,25_34,0.0,5
55908,67694,35_44,1.0,9
55909,67695,25_34,1.0,29
55910,67696,25_34,1.0,7
55911,67697,18_24,0.0,19
55912,67698,55_64,1.0,4
55913,67699,18_24,0.0,5
55914,67700,25_34,1.0,3
55915,67701,35_44,0.0,6
55916,67702,35_44,1.0,10
55917,67703,45_54,0.0,7
55918,67704,45_54,0.0,8
55919,67705,55_64,0.0,6
55920,67706,65_inf,0.0,6
55921,67708,25_34,0.0,7
55922,67710,18_24,0.0,8
55923,67711,18_24,0.0,5
55924,67712,18_24,0.0,12
55926,67715,18_24,0.0,8
55927,67716,18_24,1.0,15
55928,67717,35_44,0.0,4
55929,67718,25_34,0.0,7
55930,67722,25_34,0.0,6
55931,67723,65_inf,0.0,10
55933,67726,55_64,0.0,7
55934,67727,35_44,0.0,7
55935,67728,65_inf,0.0,87
55936,67729,35_44,0.0,3
55937,67731,35_44,0.0,5
55938,67734,35_44,0.0,6
55939,67736,25_34,1.0,3
55940,67737,35_44,0.0,13
55941,67738,25_34,0.0,9
55942,67739,35_44,0.0,11
55943,67741,45_54,1.0,12
55944,67742,45_54,0.0,13
55945,67744,18_24,0.0,2
55946,67745,25_34,0.0,17
55947,67746,25_34,0.0,7
55948,67747,25_34,0.0,6
55949,67748,25_34,0.0,14
55950,67750,45_54,1.0,10
55951,67751,35_44,0.0,7
55952,67753,25_34,0.0,9
55953,67754,55_64,0.0,23
55954,67755,35_44,0.0,11
55955,67756,45_54,0.0,7
55956,67757,18_24,0.0,6
55957,67758,25_34,1.0,6
55958,67759,25_34,0.0,5
55959,67760,35_44,0.0,8
55960,67761,35_44,0.0,6
55961,67763,65_inf,1.0,6
55962,67766,25_34,0.0,8
55963,67767,25_34,0.0,9
55964,67768,35_44,0.0,7
55965,67769,25_34,1.0,6
55966,67770,35_44,1.0,8
55967,67771,35_44,0.0,4
55968,67772,35_44,0.0,18
55969,67773,45_54,1.0,9
55970,67774,25_34,0.0,2
55971,67776,25_34,0.0,6
55973,67778,35_44,1.0,5
55974,67780,55_64,1.0,3
55975,67781,35_44,0.0,6
55976,67782,45_54,0.0,18
55977,67783,18_24,1.0,6
55978,67784,18_24,0.0,68
55979,67785,25_34,0.0,5
55980,67786,55_64,0.0,8
55981,67787,25_34,0.0,7
55982,67788,18_24,0.0,13
55983,67789,35_44,0.0,20
55984,67790,35_44,0.0,4
55985,67791,45_54,0.0,5
55986,67792,18_24,0.0,8
55987,67795,35_44,1.0,2
55988,67796,25_34,0.0,9
55989,67797,45_54,1.0,10
55990,67798,18_24,,4
55991,67799,25_34,0.0,14
55992,67800,25_34,0.0,16
55993,67801,18_24,0.0,2
55994,67802,18_24,0.0,9
55995,67803,35_44,0.0,6
55996,67804,25_34,1.0,11
55997,67805,35_44,1.0,6
55998,67806,18_24,0.0,7
55999,67807,18_24,0.0,3
56000,67808,25_34,0.0,10
56001,67809,55_64,0.0,3
56002,67810,25_34,0.0,9
56003,67811,35_44,0.0,3
56004,67814,18_24,1.0,9
56005,67815,55_64,0.0,3
56006,67816,45_54,0.0,6
56007,67817,45_54,0.0,13
56008,67820,45_54,0.0,15
56009,67821,35_44,1.0,8
56010,67824,18_24,1.0,6
56012,67826,18_24,0.0,6
56013,67827,45_54,0.0,13
56014,67828,18_24,0.0,6
56015,67830,18_24,0.0,4
56016,67831,25_34,0.0,60
56017,67833,65_inf,1.0,6
56018,67834,65_inf,0.0,361
56019,67835,25_34,0.0,6
56020,67836,25_34,0.0,7
56021,67837,55_64,0.0,8
56022,67838,45_54,0.0,11
56023,67839,18_24,0.0,7
56024,67841,35_44,0.0,22
56025,67843,45_54,,7
56026,67845,18_24,0.0,11
56027,67846,35_44,0.0,21
56028,67847,25_34,1.0,8
56029,67848,55_64,0.0,3
56030,67849,25_34,0.0,7
56031,67850,25_34,0.0,7
56032,67851,18_24,0.0,10
56033,67852,25_34,0.0,4
56034,67853,45_54,1.0,5
56035,67855,45_54,,48
56036,67856,35_44,1.0,4
56037,67857,45_54,1.0,13
56038,67858,55_64,0.0,12
56039,67859,45_54,1.0,2
56040,67861,35_44,0.0,19
56041,67862,55_64,0.0,4
56042,67863,25_34,0.0,87
56043,67864,25_34,0.0,3
56044,67865,45_54,1.0,10
56045,67866,25_34,0.0,12
56046,67868,25_34,0.0,9
56047,67870,18_24,0.0,6
56048,67871,35_44,0.0,6
56049,67872,45_54,1.0,7
56050,67873,18_24,1.0,4
56051,67874,25_34,0.0,6
56052,67876,18_24,1.0,13
56053,67877,18_24,0.0,47
56054,67878,18_24,0.0,3
56055,67879,35_44,0.0,6
56056,67880,25_34,0.0,6
56057,67881,65_inf,0.0,7
56058,67882,18_24,1.0,8
56059,67883,18_24,0.0,6
56060,67884,45_54,1.0,5
56061,67886,45_54,1.0,5
56062,67888,25_34,0.0,20
56063,67890,25_34,1.0,5
56064,67891,25_34,0.0,9
56065,67892,55_64,0.0,10
56066,67893,55_64,1.0,4
56067,67894,55_64,1.0,6
56068,67897,25_34,1.0,6
56069,67898,45_54,0.0,3
56070,67899,55_64,0.0,5
56071,67900,18_24,0.0,9
56072,67901,65_inf,0.0,4
56073,67902,45_54,,4
56074,67903,35_44,1.0,6
56075,67904,55_64,0.0,3
56076,67905,45_54,0.0,5
56077,67906,35_44,0.0,5
56078,67907,35_44,0.0,10
56079,67908,25_34,0.0,9
56080,67910,18_24,0.0,5
56081,67911,65_inf,0.0,18
56083,67914,35_44,0.0,6
56084,67915,35_44,0.0,14
56085,67916,25_34,0.0,7
56086,67917,55_64,0.0,8
56087,67918,18_24,0.0,5
56088,67919,25_34,0.0,4
56089,67920,45_54,0.0,3
56090,67921,18_24,0.0,8
56091,67922,18_24,0.0,7
56092,67923,35_44,0.0,7
56093,67925,45_54,0.0,12
56094,67926,35_44,0.0,4
56095,67927,35_44,0.0,8
56096,67930,18_24,1.0,9
56097,67931,25_34,0.0,6
56098,67932,25_34,1.0,6
56099,67933,18_24,1.0,2
56100,67934,18_24,1.0,8
56101,67936,55_64,1.0,8
56102,67937,35_44,0.0,10
56103,67938,18_24,0.0,5
56104,67941,35_44,0.0,7
56105,67942,45_54,1.0,6
56106,67944,25_34,1.0,12
56107,67946,25_34,0.0,7
56108,67947,25_34,0.0,12
56109,67948,45_54,1.0,4
56110,67949,35_44,0.0,5
56111,67950,35_44,0.0,6
56112,67951,18_24,0.0,11
56113,67952,45_54,1.0,4
56114,67953,18_24,1.0,9
56115,67954,25_34,1.0,8
56116,67955,18_24,1.0,245
56117,67956,35_44,1.0,10
56118,67957,25_34,1.0,9
56119,67958,18_24,0.0,5
56120,67959,18_24,0.0,5
56121,67961,18_24,0.0,4
56122,67963,35_44,1.0,8
56123,67964,55_64,1.0,6
56124,67965,45_54,1.0,4
56125,67968,18_24,0.0,6
56126,67969,45_54,0.0,12
56127,67970,18_24,0.0,9
56128,67971,25_34,0.0,7
56129,67972,18_24,0.0,17
56130,67973,45_54,0.0,5
56131,67976,35_44,1.0,5
56132,67977,25_34,0.0,7
56133,67978,65_inf,0.0,7
56134,67979,35_44,0.0,11
56135,67980,35_44,0.0,9
56136,67981,18_24,0.0,9
56137,67982,45_54,1.0,7
56138,67983,18_24,1.0,9
56139,67984,25_34,,9
56140,67985,35_44,1.0,6
56142,67987,45_54,1.0,11
56143,67988,35_44,1.0,3
56144,67989,45_54,1.0,9
56145,67990,45_54,0.0,6
56146,67991,45_54,0.0,8
56147,67993,45_54,0.0,6
56148,67994,45_54,1.0,4
56149,67995,55_64,0.0,11
56150,67997,25_34,1.0,4
56151,67998,35_44,1.0,18
56152,67999,35_44,0.0,12
56153,68000,25_34,0.0,4
56154,68001,45_54,0.0,6
56155,68002,65_inf,0.0,9
56156,68003,55_64,0.0,5
56157,68005,18_24,0.0,4
56158,68006,35_44,0.0,9
56159,68007,25_34,1.0,11
56160,68008,35_44,0.0,8
56161,68009,18_24,0.0,10
56162,68010,35_44,0.0,5
56163,68011,45_54,1.0,6
56164,68012,25_34,0.0,14
56166,68014,18_24,0.0,7
56167,68015,65_inf,0.0,4
56168,68016,55_64,1.0,8
56169,68017,55_64,0.0,4
56170,68020,18_24,1.0,8
56171,68021,55_64,1.0,5
56172,68022,35_44,0.0,5
56173,68023,25_34,0.0,4
56174,68024,25_34,0.0,9
56175,68025,45_54,0.0,7
56176,68026,35_44,0.0,8
56177,68027,45_54,0.0,14
56179,68030,35_44,0.0,11
56180,68033,25_34,1.0,8
56181,68035,25_34,0.0,5
56182,68036,35_44,0.0,15
56183,68037,25_34,0.0,6
56184,68038,25_34,0.0,6
56185,68039,35_44,1.0,5
56186,68040,35_44,0.0,10
56187,68041,35_44,1.0,6
56188,68042,18_24,0.0,10
56189,68043,65_inf,1.0,8
56190,68044,35_44,0.0,5
56191,68046,25_34,1.0,33
56192,68047,35_44,0.0,6
56193,68048,25_34,0.0,9
56194,68049,25_34,0.0,11
56195,68050,25_34,1.0,6
56196,68051,35_44,1.0,7
56197,68052,18_24,0.0,13
56198,68053,45_54,1.0,3
56199,68054,18_24,0.0,8
56200,68055,45_54,0.0,11
56202,68057,18_24,0.0,5
56203,68058,25_34,0.0,10
56204,68059,35_44,1.0,7
56205,68060,25_34,0.0,3
56206,68061,25_34,0.0,4
56207,68062,45_54,1.0,17
56208,68063,18_24,0.0,6
56209,68064,35_44,1.0,8
56210,68065,25_34,0.0,7
56211,68066,25_34,1.0,8
56212,68068,18_24,0.0,8
56213,68069,35_44,1.0,6
56214,68070,35_44,0.0,3
56215,68071,35_44,1.0,4
56216,68073,45_54,0.0,4
56217,68074,35_44,0.0,7
56218,68075,35_44,0.0,6
56219,68077,18_24,0.0,10
56220,68080,35_44,0.0,8
56221,68081,25_34,0.0,18
56222,68082,25_34,0.0,2
56223,68083,25_34,0.0,5
56224,68084,25_34,1.0,7
56225,68085,35_44,0.0,9
56226,68086,35_44,1.0,10
56227,68087,35_44,1.0,6
56228,68088,18_24,0.0,7
56230,68091,55_64,1.0,7
56231,68092,35_44,0.0,5
56232,68093,18_24,0.0,11
56233,68094,25_34,0.0,6
56234,68095,25_34,0.0,8
56235,68096,18_24,0.0,9
56236,68097,35_44,0.0,9
56237,68098,35_44,0.0,5
56238,68099,18_24,0.0,7
56239,68100,25_34,0.0,3
56240,68101,45_54,0.0,8
56241,68102,35_44,1.0,6
56242,68103,25_34,0.0,6
56243,68105,55_64,1.0,26
56244,68106,25_34,0.0,7
56245,68107,25_34,0.0,5
56246,68108,25_34,0.0,6
56247,68109,65_inf,0.0,6
56248,68110,35_44,0.0,8
56249,68111,55_64,1.0,11
56250,68112,18_24,1.0,6
56251,68113,25_34,1.0,12
56252,68114,18_24,0.0,6
56253,68115,45_54,0.0,7
56254,68116,35_44,0.0,5
56255,68117,18_24,0.0,4
56256,68118,18_24,0.0,4
56257,68120,45_54,0.0,31
56258,68123,35_44,0.0,10
56259,68124,35_44,0.0,3
56261,68126,18_24,1.0,10
56262,68127,25_34,1.0,8
56263,68128,25_34,0.0,3
56264,68129,25_34,0.0,4
56265,68133,35_44,1.0,6
56266,68134,25_34,0.0,12
56267,68135,18_24,1.0,10
56268,68136,35_44,0.0,7
56269,68137,18_24,1.0,7
56270,68138,55_64,1.0,16
56271,68139,45_54,1.0,11
56272,68140,25_34,1.0,8
56273,68141,25_34,1.0,12
56274,68142,45_54,0.0,17
56275,68143,18_24,0.0,5
56276,68145,25_34,0.0,5
56277,68146,45_54,0.0,3
56278,68147,55_64,1.0,6
56280,68149,45_54,0.0,12
56281,68150,25_34,0.0,10
56282,68151,35_44,0.0,11
56283,68152,45_54,0.0,8
56284,68153,55_64,1.0,11
56285,68154,55_64,1.0,8
56286,68155,35_44,0.0,10
56287,68156,35_44,1.0,10
56288,68159,18_24,0.0,6
56289,68160,25_34,1.0,6
56290,68161,55_64,0.0,8
56291,68162,18_24,0.0,8
56292,68163,45_54,1.0,10
56293,68164,25_34,1.0,12
56294,68165,25_34,0.0,13
56295,68166,25_34,0.0,13
56296,68167,25_34,0.0,6
56297,68168,35_44,0.0,7
56298,68169,45_54,0.0,365
56299,68170,25_34,0.0,6
56300,68171,45_54,0.0,6
56301,68172,55_64,0.0,7
56302,68173,65_inf,0.0,12
56303,68174,35_44,0.0,6
56304,68176,18_24,0.0,9
56305,68177,25_34,0.0,3
56306,68178,35_44,0.0,4
56307,68179,65_inf,1.0,5
56309,68182,65_inf,1.0,4
56310,68183,18_24,0.0,8
56311,68184,25_34,0.0,133
56312,68185,18_24,0.0,127
56313,68186,25_34,0.0,1
56314,68187,18_24,0.0,10
56315,68189,45_54,0.0,4
56316,68191,45_54,1.0,6
56317,68192,25_34,0.0,9
56318,68193,18_24,0.0,7
56319,68194,18_24,0.0,4
56320,68195,45_54,0.0,2
56321,68197,25_34,0.0,3
56322,68199,25_34,1.0,9
56323,68201,45_54,0.0,7
56324,68202,25_34,0.0,6
56325,68204,65_inf,0.0,15
56326,68205,45_54,0.0,4
56327,68206,25_34,0.0,2
56328,68208,35_44,1.0,5
56329,68209,55_64,0.0,9
56330,68210,35_44,0.0,6
56331,68211,18_24,0.0,6
56332,68212,18_24,0.0,7
56335,68215,45_54,1.0,7
56336,68218,35_44,1.0,4
56337,68219,45_54,1.0,6
56338,68220,35_44,0.0,8
56339,68221,45_54,0.0,9
56340,68222,35_44,0.0,8
56341,68223,35_44,0.0,7
56342,68224,65_inf,0.0,148
56343,68225,25_34,0.0,4
56344,68226,18_24,0.0,9
56345,68227,35_44,0.0,13
56346,68230,18_24,0.0,7
56347,68231,55_64,0.0,5
56348,68232,65_inf,1.0,4
56349,68233,35_44,1.0,5
56350,68234,45_54,0.0,11
56352,68236,25_34,0.0,11
56353,68238,45_54,1.0,8
56354,68240,45_54,0.0,6
56355,68241,18_24,1.0,6
56356,68242,25_34,0.0,10
56357,68243,25_34,0.0,10
56358,68244,18_24,0.0,7
56359,68245,45_54,1.0,11
56360,68246,35_44,0.0,7
56361,68247,18_24,1.0,9
56362,68248,55_64,0.0,5
56363,68249,18_24,0.0,7
56364,68250,35_44,0.0,6
56365,68251,35_44,1.0,5
56366,68252,18_24,0.0,4
56367,68253,55_64,0.0,10
56368,68255,45_54,0.0,5
56369,68256,55_64,1.0,7
56370,68258,55_64,0.0,5
56371,68259,45_54,0.0,12
56372,68261,18_24,0.0,13
56373,68262,45_54,0.0,4
56374,68263,18_24,0.0,10
56375,68264,18_24,0.0,5
56376,68265,25_34,0.0,3
56377,68267,18_24,0.0,3
56378,68268,18_24,0.0,8
56379,68269,25_34,0.0,8
56380,68270,25_34,1.0,8
56381,68271,25_34,0.0,8
56382,68272,18_24,0.0,7
56383,68273,45_54,1.0,7
56384,68274,35_44,0.0,7
56385,68275,35_44,1.0,3
56386,68276,25_34,0.0,6
56387,68277,35_44,0.0,3
56388,68278,18_24,0.0,9
56389,68279,25_34,0.0,5
56390,68282,25_34,1.0,5
56391,68284,35_44,1.0,5
56392,68285,35_44,1.0,9
56393,68286,25_34,1.0,6
56394,68287,45_54,0.0,4
56395,68288,35_44,1.0,4
56396,68289,25_34,0.0,5
56397,68291,45_54,1.0,9
56398,68292,45_54,0.0,5
56399,68293,18_24,0.0,8
56400,68294,25_34,0.0,8
56402,68298,65_inf,1.0,20
56403,68299,45_54,0.0,7
56404,68302,18_24,1.0,4
56405,68303,18_24,1.0,5
56406,68305,18_24,1.0,5
56407,68307,25_34,0.0,7
56408,68308,65_inf,0.0,4
56409,68310,25_34,0.0,10
56410,68311,25_34,1.0,4
56411,68312,35_44,1.0,3
56412,68313,55_64,0.0,15
56413,68314,35_44,0.0,7
56414,68315,25_34,0.0,9
56415,68316,25_34,0.0,4
56416,68317,25_34,0.0,9
56417,68318,35_44,0.0,8
56418,68320,18_24,0.0,10
56419,68321,25_34,0.0,11
56420,68322,45_54,0.0,8
56421,68323,25_34,0.0,10
56422,68324,25_34,0.0,6
56423,68325,65_inf,0.0,5
56424,68326,25_34,0.0,8
56425,68327,18_24,1.0,3
56426,68328,18_24,0.0,6
56427,68329,45_54,1.0,6
56428,68330,35_44,0.0,7
56429,68331,25_34,0.0,6
56430,68332,18_24,0.0,8
56431,68333,25_34,0.0,4
56432,68334,55_64,0.0,7
56433,68335,35_44,0.0,8
56434,68336,18_24,1.0,9
56435,68337,25_34,0.0,8
56436,68339,55_64,,6
56437,68340,35_44,0.0,7
